partner_covid_pin,ccdph_provider,partner_zip,partner_name,partner_street,partner_city,partner_state,partner_clean_street,partner_clean_name,vtrcks_name,vtrcks_provider_number,vtrcks_covid_pin,vtrcks_street,vtrcks_city,vtrcks_zip,vtrcks_state,vtrcks_clean_street,vtrcks_clean_name,icare_name,icare_id,icare_covid_pin,icare_street,icare_city,icare_state,icare_zip,icare_clean_street,icare_clean_name,vfinder_name,vfinder_covid_pin,vfinder_provider_number,vfinder_street,vfinder_city,vfinder_zip,vfinder_state,vfinder_clean_street,vfinder_clean_name,covid_pin,city,street,state,zip,in_icare,in_vfinder,in_vtrcks,name,in_partner,address,lon,lat
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AHMG - PALATINE,1349091526,V10006,231 E NORTHWEST HWY,PALATINE,IL,60067,231 E NORTHWEST HWY,AHMG - PALATINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,V10006,PALATINE,231 E NORTHWEST HWY,IL,60067,TRUE,FALSE,FALSE,AHMG - PALATINE,FALSE,"231 E NORTHWEST HWY PALATINE, IL 60067",-88.0375505,42.1185659
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALPHA MED PHYSICIANS GROUP,209429644,NA,17333 LA GRANGE RD,TINLEY PARK,IL,60487,17333 LA GRANGE RD,ALPHA MED PHYSICIANS GROUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TINLEY PARK,17333 LA GRANGE RD,IL,60487,TRUE,FALSE,FALSE,ALPHA MED PHYSICIANS GROUP,FALSE,"17333 LA GRANGE RD TINLEY PARK, IL 60487",-87.8508318,41.57477129999999
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALZEIN MEDICAL LTD,207149191,V02051,2850 W 95TH ST,EVERGREEN PARK,IL,60805,2850 W 95TH ST,ALZEIN MEDICAL LTD,NA,NA,NA,NA,NA,NA,NA,NA,NA,V02051,EVERGREEN PARK,2850 W 95TH ST,IL,60805,TRUE,FALSE,FALSE,ALZEIN MEDICAL LTD,FALSE,"2850 W 95TH ST EVERGREEN PARK, IL 60805",-87.6939348,41.7214911
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AMG-NESSET FAMILY MEDICINE,207148599,NA,1775 BALLARD RD,PARK RIDGE,IL,60068,1775 BALLARD RD,AMG-NESSET FAMILY MEDICINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARK RIDGE,1775 BALLARD RD,IL,60068,TRUE,FALSE,FALSE,AMG-NESSET FAMILY MEDICINE,FALSE,"1775 BALLARD RD PARK RIDGE, IL 60068",-87.8503272,42.0424357
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AMG - OLYMPIA FIELDS,198289332,NA,4001 VOLLMER RD,OLYMPIA FIELDS,IL,60461,4001 VOLLMER RD,AMG - OLYMPIA FIELDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OLYMPIA FIELDS,4001 VOLLMER RD,IL,60461,TRUE,FALSE,FALSE,AMG - OLYMPIA FIELDS,FALSE,"4001 VOLLMER RD OLYMPIA FIELDS, IL 60461",-87.71410589999999,41.5271305
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AMG BARRINGTON,193967509,NA,1301 S BARRINGTON RD,BARRINGTON,IL,60010,1301 S BARRINGTON RD,AMG BARRINGTON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BARRINGTON,1301 S BARRINGTON RD,IL,60010,TRUE,FALSE,FALSE,AMG BARRINGTON,FALSE,"1301 S BARRINGTON RD BARRINGTON, IL 60010",-88.1353762,42.1346037
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AMG GLENVIEW ON WAUKEGAN,310650629,NA,1412 WAUKEGAN RD,GLENVIEW,IL,60025,1412 WAUKEGAN RD,AMG GLENVIEW ON WAUKEGAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GLENVIEW,1412 WAUKEGAN RD,IL,60025,TRUE,FALSE,FALSE,AMG GLENVIEW ON WAUKEGAN,FALSE,"1412 WAUKEGAN RD GLENVIEW, IL 60025",-87.7992692,42.0810107
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AMG ORLAND PARK,194383263,NA,9550 W 167TH ST # MAIN FL S E FAMILY PRACTICE,ORLAND PARK,IL,60467,9550 W 167TH ST,AMG ORLAND PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ORLAND PARK,9550 W 167TH ST,IL,60467,TRUE,FALSE,FALSE,AMG ORLAND PARK,FALSE,"9550 W 167TH ST ORLAND PARK, IL 60467",-87.8515398,41.5876466
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AMG SOUTH HOLLAND,72105211,NA,100 W 162ND ST,SOUTH HOLLAND,IL,60473,100 W 162ND ST,AMG SOUTH HOLLAND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOUTH HOLLAND,100 W 162ND ST,IL,60473,TRUE,FALSE,FALSE,AMG SOUTH HOLLAND,FALSE,"100 W 162ND ST SOUTH HOLLAND, IL 60473",-87.6205662,41.6016679
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AMG YACKTMAN PEDIATRICS,207150782,NA,1675 DEMPSTER ST FL 1,PARK RIDGE,IL,60068,1675 DEMPSTER ST,AMG YACKTMAN PEDIATRICS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARK RIDGE,1675 DEMPSTER ST,IL,60068,TRUE,FALSE,FALSE,AMG YACKTMAN PEDIATRICS,FALSE,"1675 DEMPSTER ST PARK RIDGE, IL 60068",-87.8463644,42.0389588
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARDINAL BERNARDIN CANCER CTR,167331500,NA,CC SURGICAL ONCOLOGY 2160 1 AVE,MAYWOOD,IL,60153,2160 1ST AVE,CARDINAL BERNARDIN CANCER CTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAYWOOD,2160 1ST AVE,IL,60153,TRUE,FALSE,FALSE,CARDINAL BERNARDIN CANCER CTR,FALSE,"2160 1ST AVE MAYWOOD, IL 60153",-87.83334099999999,41.8598649
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTER FOR INTERNAL MEDICINE,245901047,NA,4609 W 103RD ST,OAK LAWN,IL,60453,4609 W 103RD ST,CENTER FOR INTERNAL MEDICINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OAK LAWN,4609 W 103RD ST,IL,60453,TRUE,FALSE,FALSE,CENTER FOR INTERNAL MEDICINE,FALSE,"4609 W 103RD ST OAK LAWN, IL 60453",-87.7358452,41.7053271
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHILDREN AND TEENS MEDICAL CENTER - SCHAUMBURG,56508112,NA,1701 W WISE RD,SCHAUMBURG,IL,60193,1701 W WISE RD,CHILDREN AND TEENS MEDICAL CENTER - SCHAUMBURG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCHAUMBURG,1701 W WISE RD,IL,60193,TRUE,FALSE,FALSE,CHILDREN AND TEENS MEDICAL CENTER - SCHAUMBURG,FALSE,"1701 W WISE RD SCHAUMBURG, IL 60193",-88.1221985,42.0032479
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CONCENTRA FRANKLIN PARK,1372785059,V10055,10137 GRAND AVE,FRANKLIN PARK,IL,60131,10137 GRAND AVE,CONCENTRA FRANKLIN PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,V10055,FRANKLIN PARK,10137 GRAND AVE,IL,60131,TRUE,FALSE,FALSE,CONCENTRA FRANKLIN PARK,FALSE,"10137 GRAND AVE FRANKLIN PARK, IL 60131",-87.8794106,41.9297532
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COTTRELL MEDICAL GROUP,434259922,NA,2 W TALCOTT RD,PARK RIDGE,IL,60068,2 W TALCOTT RD,COTTRELL MEDICAL GROUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARK RIDGE,2 W TALCOTT RD,IL,60068,TRUE,FALSE,FALSE,COTTRELL MEDICAL GROUP,FALSE,"2 W TALCOTT RD PARK RIDGE, IL 60068",-87.8225061,41.9937934
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVENANT MEDICAL GROUP LLC,151015702,NA,2501 COMPASS RD STE 100,GLENVIEW,IL,60026,2501 COMPASS RD,COVENANT MEDICAL GROUP LLC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GLENVIEW,2501 COMPASS RD,IL,60026,TRUE,FALSE,FALSE,COVENANT MEDICAL GROUP LLC,FALSE,"2501 COMPASS RD GLENVIEW, IL 60026",-87.81925419999999,42.0981173
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS HEALTH - PHARMACY # 06701,481343970,NA,101 BARTLETT PLZ,BARTLETT,IL,60103,101 BARTLETT PLAZA,CVS PHARMACY STORE #6701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BARTLETT,101 BARTLETT PLAZA,IL,60103,TRUE,FALSE,FALSE,CVS PHARMACY STORE #6701,FALSE,"101 BARTLETT PLAZA BARTLETT, IL 60103",-88.1839356,41.9879864
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DAVITA-BUFFALO GROVE DIALYSIS,1344494659,V09775,1291 W DUNDEE RD,BUFFALO GROVE,IL,60089,1291 W DUNDEE RD,DAVITA-BUFFALO GROVE DIALYSIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,V09775,BUFFALO GROVE,1291 W DUNDEE RD,IL,60089,TRUE,FALSE,FALSE,DAVITA-BUFFALO GROVE DIALYSIS,FALSE,"1291 W DUNDEE RD BUFFALO GROVE, IL 60089",-87.9868369,42.1377409
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEDICATION HEALTH,887064363,NA,710 OAK ST,WINNETKA,IL,60093,710 OAK ST,DEDICATION HEALTH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WINNETKA,710 OAK ST,IL,60093,TRUE,FALSE,FALSE,DEDICATION HEALTH,FALSE,"710 OAK ST WINNETKA, IL 60093",-87.7309265,42.1042799
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELIZABETH BECERRA MD,339,V05210,2223 OAK PARK AVE,BERWYN,IL,60402,2223 OAK PARK AVE,ELIZABETH BECERRA MD,NA,NA,NA,NA,NA,NA,NA,NA,NA,V05210,BERWYN,2223 OAK PARK AVE,IL,60402,TRUE,FALSE,FALSE,ELIZABETH BECERRA MD,FALSE,"2223 OAK PARK AVE BERWYN, IL 60402",-87.7930678,41.8497919
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FGM PEDIATRICS,206741448,V01952,8711 W CERMAK RD,NORTH RIVERSIDE,IL,60546,8711 W CERMAK RD,FGM PEDIATRICS,NA,NA,NA,NA,NA,NA,NA,NA,NA,V01952,NORTH RIVERSIDE,8711 W CERMAK RD,IL,60546,TRUE,FALSE,FALSE,FGM PEDIATRICS,FALSE,"8711 W CERMAK RD NORTH RIVERSIDE, IL 60546",-87.84081619999999,41.8495133
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FKC- KIDNEY CARE ELK GROVE,1366579626,V10012,901 BIESTERFIELD RD,ELK GROVE VILLAGE,IL,60007,901 BIESTERFIELD RD,FKC- KIDNEY CARE ELK GROVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,V10012,ELK GROVE VILLAGE,901 BIESTERFIELD RD,IL,60007,TRUE,FALSE,FALSE,FKC- KIDNEY CARE ELK GROVE,FALSE,"901 BIESTERFIELD RD ELK GROVE VILLAGE, IL 60007",-88.01888129999999,42.0026777
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FKC - GLENVIEW DIALYSIS CENTER,1361798426,V09993,4248 COMMERCIAL WAY,GLENVIEW,IL,60025,4248 COMMERCIAL WAY,FKC - GLENVIEW DIALYSIS CENTER,NA,NA,NA,NA,NA,NA,NA,NA,NA,V09993,GLENVIEW,4248 COMMERCIAL WAY,IL,60025,TRUE,FALSE,FALSE,FKC - GLENVIEW DIALYSIS CENTER,FALSE,"4248 COMMERCIAL WAY GLENVIEW, IL 60025",-87.8600779,42.0697748
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FKC LEMONT,1352460888,V09974,16177 W 127TH ST,LEMONT,IL,60439,16177 W 127TH ST,FKC LEMONT,NA,NA,NA,NA,NA,NA,NA,NA,NA,V09974,LEMONT,16177 W 127TH ST,IL,60439,TRUE,FALSE,FALSE,FKC LEMONT,FALSE,"16177 W 127TH ST LEMONT, IL 60439",-88.0132618,41.6569715
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FKC MERRIONETTE PARK CLINIC,1352260840,V09988,11630 S KEDZIE AVE,MERRIONETTE PARK,IL,60803,11630 S KEDZIE AVE,FKC MERRIONETTE PARK CLINIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,V09988,MERRIONETTE PARK,11630 S KEDZIE AVE,IL,60803,TRUE,FALSE,FALSE,FKC MERRIONETTE PARK CLINIC,FALSE,"11630 S KEDZIE AVE MERRIONETTE PARK, IL 60803",-87.7012883,41.6812233
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FKC PALATINE,1352972784,V09930,691 E DUNDEE RD,PALATINE,IL,60074,691 E DUNDEE RD,FKC PALATINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,V09930,PALATINE,691 E DUNDEE RD,IL,60074,TRUE,FALSE,FALSE,FKC PALATINE,FALSE,"691 E DUNDEE RD PALATINE, IL 60074",-88.026755,42.1385865
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRESENIUS KIDNEY CARE ELK GROVE HOME,1355624094,V09990,901 BIESTERFIELD RD,ELK GROVE VILLAGE,IL,60007,901 BIESTERFIELD RD,FRESENIUS KIDNEY CARE ELK GROVE HOME,NA,NA,NA,NA,NA,NA,NA,NA,NA,V09990,ELK GROVE VILLAGE,901 BIESTERFIELD RD,IL,60007,TRUE,FALSE,FALSE,FRESENIUS KIDNEY CARE ELK GROVE HOME,FALSE,"901 BIESTERFIELD RD ELK GROVE VILLAGE, IL 60007",-88.01888129999999,42.0026777
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRESENIUS KIDNEY MOUNT PROSPECT,1344866168,V09861,1710 W GOLF RD,MOUNT PROSPECT,IL,60056,1710 W GOLF RD,FRESENIUS KIDNEY MOUNT PROSPECT,NA,NA,NA,NA,NA,NA,NA,NA,NA,V09861,MOUNT PROSPECT,1710 W GOLF RD,IL,60056,TRUE,FALSE,FALSE,FRESENIUS KIDNEY MOUNT PROSPECT,FALSE,"1710 W GOLF RD MOUNT PROSPECT, IL 60056",-87.9608172,42.04953709999999
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GOPAL MADHAV MD,306612988,NA,3900 W 95TH ST,EVERGREEN PARK,IL,60805,3900 W 95TH ST,GOPAL MADHAV MD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EVERGREEN PARK,3900 W 95TH ST,IL,60805,TRUE,FALSE,FALSE,GOPAL MADHAV MD,FALSE,"3900 W 95TH ST EVERGREEN PARK, IL 60805",-87.7196893,41.7207783
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ICC - MT. PROSPECT,389357247,NA,1060 S ELMHURST RD,MOUNT PROSPECT,IL,60056,1060 S ELMHURST RD,ICC - MT. PROSPECT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOUNT PROSPECT,1060 S ELMHURST RD,IL,60056,TRUE,FALSE,FALSE,ICC - MT. PROSPECT,FALSE,"1060 S ELMHURST RD MOUNT PROSPECT, IL 60056",-87.9422512,42.0449315
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ICC - SCHAUMBURG,389357794,V09858,361 W GOLF RD,SCHAUMBURG,IL,60195,361 W GOLF RD,ICC - SCHAUMBURG,NA,NA,NA,NA,NA,NA,NA,NA,NA,V09858,SCHAUMBURG,361 W GOLF RD,IL,60195,TRUE,FALSE,FALSE,ICC - SCHAUMBURG,FALSE,"361 W GOLF RD SCHAUMBURG, IL 60195",-88.0886641,42.047826
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ILLINOIS CANCER SPECIALISTS,172138611,V,1100 E WOODFIELD RD,SCHAUMBURG,IL,60173,1100 E WOODFIELD RD,ILLINOIS CANCER SPECIALISTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,SCHAUMBURG,1100 E WOODFIELD RD,IL,60173,TRUE,FALSE,FALSE,ILLINOIS CANCER SPECIALISTS,FALSE,"1100 E WOODFIELD RD SCHAUMBURG, IL 60173",-88.05304160000001,42.0444847
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JEWEL-OSCO - 2363,404890689,V09552,5616 159TH ST,OAK FOREST,IL,60452,5616 159TH ST,"	
JEWEL-OSCO PHARMACY STORE #2363",NA,NA,NA,NA,NA,NA,NA,NA,NA,V09552,OAK FOREST,5616 159TH ST,IL,60452,TRUE,FALSE,FALSE,"	
JEWEL-OSCO PHARMACY STORE #2363",FALSE,"5616 159TH ST OAK FOREST, IL 60452",-87.7566128,41.6034981
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JEWEL-OSCO - 3223,404890761,V09144,7525 LAKE ST,RIVER FOREST,IL,60305,7525 LAKE ST,"	
JEWEL-OSCO PHARMACY STORE #3223",NA,NA,NA,NA,NA,NA,NA,NA,NA,V09144,RIVER FOREST,7525 LAKE ST,IL,60305,TRUE,FALSE,FALSE,"	
JEWEL-OSCO PHARMACY STORE #3223",FALSE,"7525 LAKE ST RIVER FOREST, IL 60305",-87.8133675,41.8878922
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JEWEL-OSCO - 3291,404898781,V09562,1040 SUMMIT ST,ELGIN,IL,60120,1040 SUMMIT ST,"	
JEWEL-OSCO PHARMACY STORE #3291",NA,NA,NA,NA,NA,NA,NA,NA,NA,V09562,ELGIN,1040 SUMMIT ST,IL,60120,TRUE,FALSE,FALSE,"	
JEWEL-OSCO PHARMACY STORE #3291",FALSE,"1040 SUMMIT ST ELGIN, IL 60120",-88.25265870000001,42.048073
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JEWEL-OSCO - 3469,404898769,V09568,16 S WAUKEGAN RD,DEERFIELD,IL,60015,16 S WAUKEGAN RD,"	
JEWEL-OSCO PHARMACY STORE #3469",NA,NA,NA,NA,NA,NA,NA,NA,NA,V09568,DEERFIELD,16 S WAUKEGAN RD,IL,60015,TRUE,FALSE,FALSE,"	
JEWEL-OSCO PHARMACY STORE #3469",FALSE,"16 S WAUKEGAN RD DEERFIELD, IL 60015",-87.8373635,42.1517993
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JEWEL-OSCO - 3481,404890707,V09541,481 BUSSE HWY,PARK RIDGE,IL,60068,481 BUSSE HWY,"	
JEWEL-OSCO PHARMACY STORE #3481",NA,NA,NA,NA,NA,NA,NA,NA,NA,V09541,PARK RIDGE,481 BUSSE HWY,IL,60068,TRUE,FALSE,FALSE,"	
JEWEL-OSCO PHARMACY STORE #3481",FALSE,"481 BUSSE HWY PARK RIDGE, IL 60068",-87.83947289999999,42.0156978
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JORGE BALANDRIN MD,199392852,NA,4700 W 95TH ST,OAK LAWN,IL,60453,4700 W 95TH ST,JORGE BALANDRIN MD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OAK LAWN,4700 W 95TH ST,IL,60453,TRUE,FALSE,FALSE,JORGE BALANDRIN MD,FALSE,"4700 W 95TH ST OAK LAWN, IL 60453",-87.7380763,41.7203825
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KOMPREHENSIVE PRIMARY CARE SPORTS MEDICINE,170740420,NA,18350 KEDZIE AVE,HOMEWOOD,IL,60430,18350 KEDZIE AVE,KOMPREHENSIVE PRIMARY CARE SPORTS MEDICINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HOMEWOOD,18350 KEDZIE AVE,IL,60430,TRUE,FALSE,FALSE,KOMPREHENSIVE PRIMARY CARE SPORTS MEDICINE,FALSE,"18350 KEDZIE AVE HOMEWOOD, IL 60430",-87.6945509,41.5556098
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LA GRANGE FAMILY MEDICINE CENTER,207149741,V04080,1325 MEMORIAL DR,LA GRANGE,IL,60525,1325 MEMORIAL DR,LA GRANGE FAMILY MEDICINE CENTER,NA,NA,NA,NA,NA,NA,NA,NA,NA,V04080,LA GRANGE,1325 MEMORIAL DR,IL,60525,TRUE,FALSE,FALSE,LA GRANGE FAMILY MEDICINE CENTER,FALSE,"1325 MEMORIAL DR LA GRANGE, IL 60525",-87.8875747,41.7976329
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAWN MEDICAL CENTER SC,163978509,NA,4301 W 95TH ST,OAK LAWN,IL,60453,4301 W 95TH ST,LAWN MEDICAL CENTER SC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OAK LAWN,4301 W 95TH ST,IL,60453,TRUE,FALSE,FALSE,LAWN MEDICAL CENTER SC,FALSE,"4301 W 95TH ST OAK LAWN, IL 60453",-87.7288099,41.7200633
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LISA KIM MEDICAL ASSOCIATES,409988500,NA,2604 DEMPSTER ST,PARK RIDGE,IL,60068,2604 DEMPSTER ST,LISA KIM MEDICAL ASSOCIATES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARK RIDGE,2604 DEMPSTER ST,IL,60068,TRUE,FALSE,FALSE,LISA KIM MEDICAL ASSOCIATES,FALSE,"2604 DEMPSTER ST PARK RIDGE, IL 60068",-87.8588886,42.0401107
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LORETTO HOSPITAL PRIMARY CARE,1254780761,NA,6905 CERMAK RD,BERWYN,IL,60402,6905 CERMAK RD,LORETTO HOSPITAL PRIMARY CARE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BERWYN,6905 CERMAK RD,IL,60402,TRUE,FALSE,FALSE,LORETTO HOSPITAL PRIMARY CARE,FALSE,"6905 CERMAK RD BERWYN, IL 60402",-87.7961219,41.8502965
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOYOLA CENTER FOR HEALTH AT ELMWOOD PARK,207150271,NA,7255 W GRAND AVE,ELMWOOD PARK,IL,60707,7255 W GRAND AVE,LOYOLA CENTER FOR HEALTH AT ELMWOOD PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELMWOOD PARK,7255 W GRAND AVE,IL,60707,TRUE,FALSE,FALSE,LOYOLA CENTER FOR HEALTH AT ELMWOOD PARK,FALSE,"7255 W GRAND AVE ELMWOOD PARK, IL 60707",-87.808728,41.9241981
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOYOLA CENTER FOR HEALTH AT GOTTLIEB,207149797,NA,675 W NORTH AVE STE 416,MELROSE PARK,IL,60160,675 W NORTH AVE,LOYOLA CENTER FOR HEALTH AT GOTTLIEB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MELROSE PARK,675 W NORTH AVE,IL,60160,TRUE,FALSE,FALSE,LOYOLA CENTER FOR HEALTH AT GOTTLIEB,FALSE,"675 W NORTH AVE MELROSE PARK, IL 60160",-87.8423372,41.91032329999999
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOYOLA CENTER FOR HEALTH AT PARK RIDGE,198435932,NA,1030 HIGGINS RD,PARK RIDGE,IL,60068,1030 HIGGINS RD,LOYOLA CENTER FOR HEALTH AT PARK RIDGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARK RIDGE,1030 HIGGINS RD,IL,60068,TRUE,FALSE,FALSE,LOYOLA CENTER FOR HEALTH AT PARK RIDGE,FALSE,"1030 HIGGINS RD PARK RIDGE, IL 60068",-87.8390902,41.9870378
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOYOLA CENTER FOR HEALTH HICKORY HILLS,173613928,NA,9608 S ROBERTS RD,HICKORY HILLS,IL,60457,9608 S ROBERTS RD,LOYOLA CENTER FOR HEALTH HICKORY HILLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HICKORY HILLS,9608 S ROBERTS RD,IL,60457,TRUE,FALSE,FALSE,LOYOLA CENTER FOR HEALTH HICKORY HILLS,FALSE,"9608 S ROBERTS RD HICKORY HILLS, IL 60457",-87.8204353,41.7159944
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOYOLA CTR FOR HEALTH/ ORLAND PARK,207150408,NA,16621 107TH ST,ORLAND PARK,IL,60467,16621 107TH ST,LOYOLA CTR FOR HEALTH/ ORLAND PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ORLAND PARK,16621 107TH ST,IL,60467,TRUE,FALSE,FALSE,LOYOLA CTR FOR HEALTH/ ORLAND PARK,FALSE,"16621 107TH ST ORLAND PARK, IL 60467",-87.87816550000001,41.5880133
